HAND_ID,NS_ETAB_ID,CO_ETUDE_ID,TE_LM,CO_VALEUR,DT_DEBUT,DT_FIN,SW_LM_1,SW_LM_2,SW_LM_3,SW_LM_1_OBG,SW_LM_2_OBG,SW_LM_3_OBG
7051,1002,GT11C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7052,1002,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7053,1002,GT12C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7054,1002,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7055,1002,GT12S,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7056,1002,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7057,1002,GT21 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7058,1002,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7059,1002,GT22 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7060,1002,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7061,1002,GT31 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7062,1002,GT31 ,Espagnol,ES,2019-09-01,2019-09-30,N,N,O,N,N,N
7063,1002,GT31 ,Espagnol,ES,2019-10-01,2020-08-31,N,N,O,N,N,N
7064,1002,GT31 ,Espagnol,ES,2020-09-01,9999-12-31,N,N,O,N,N,N
7065,1002,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7066,1002,GT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7067,1002,GT32 ,Espagnol,ES,2019-09-01,2019-09-30,N,N,O,N,N,N
7068,1002,GT32 ,Espagnol,ES,2019-10-01,2020-08-31,N,N,O,N,N,N
7069,1002,GT32 ,Espagnol,ES,2020-09-01,9999-12-31,N,N,O,N,N,N
7070,1002,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7071,1002,GT33L,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7072,1002,GT33L,Espagnol,ES,2019-09-01,2019-09-30,N,N,O,N,N,N
7073,1002,GT33L,Espagnol,ES,2019-10-01,2020-08-31,N,N,O,N,N,N
7074,1002,GT33L,Espagnol,ES,2020-09-01,9999-12-31,N,N,O,N,N,N
7075,1002,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7076,1002,GT33M,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7077,1002,GT33M,Espagnol,ES,2019-09-01,2019-09-30,N,N,O,N,N,N
7078,1002,GT33M,Espagnol,ES,2019-10-01,2020-08-31,N,N,O,N,N,N
7079,1002,GT33M,Espagnol,ES,2020-09-01,9999-12-31,N,N,O,N,N,N
7080,1002,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7081,1002,GT33P,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7082,1002,GT33P,Espagnol,ES,2019-09-01,2019-09-30,N,N,O,N,N,N
7083,1002,GT33P,Espagnol,ES,2019-10-01,2020-08-31,N,N,O,N,N,N
7084,1002,GT33P,Espagnol,ES,2020-09-01,9999-12-31,N,N,O,N,N,N
7085,1002,GT33P,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7086,1002,GT33S,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7087,1002,GT33S,Espagnol,ES,2019-09-01,2019-09-30,N,N,O,N,N,N
7088,1002,GT33S,Espagnol,ES,2019-10-01,2020-08-31,N,N,O,N,N,N
7089,1002,GT33S,Espagnol,ES,2020-09-01,9999-12-31,N,N,O,N,N,N
7090,1002,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7091,1004,GT11C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7092,1004,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7093,1004,GT11D,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7094,1004,GT11D,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7095,1004,GT12C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7096,1004,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7097,1004,GT12S,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7098,1004,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7099,1004,GT2D ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7100,1004,GT2D ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7101,1004,PQI24,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7102,1004,PQI24,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7103,1004,PQI24,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7104,1004,PQI3 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7105,1004,PQI3 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7106,1004,PQI3 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7107,1004,PQI34,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7108,1004,PQI34,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7109,1004,PQI34,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7110,1004,PQI4 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7111,1004,PQI4 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7112,1004,PQI4 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7113,1004,PQSC ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7114,1004,PQSC ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7115,1004,PQSC ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7116,1004,PQS1 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7117,1004,PQS1 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7118,1004,PQS1 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7119,1004,PQS2 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7120,1004,PQS2 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7121,1004,PQS2 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7122,1004,PQS3 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7123,1004,PQS3 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7124,1004,PQS3 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7125,1004,PQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7126,1004,PQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7127,1004,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7128,1004,PQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7129,1004,PQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7130,1004,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7131,1004,PQ3C ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7132,1004,PQ3C ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7133,1004,PQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7134,1004,PQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7135,1004,PQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7136,1004,PQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7137,1004,PQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7138,1004,PQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7139,1004,PQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7140,1004,PQ33B,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7141,1004,PQ33B,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7142,1004,PQ33B,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7143,1004,PQ33C,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7144,1004,PQ33C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7145,1004,PQ33C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7146,1004,TQC4 ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,N,N,N
7147,1004,TQC4 ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
7148,1004,TQC5 ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,N,N,N
7149,1004,TQC5 ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
7150,1004,TQC6 ,Anglais,EN,2020-09-01,9999-12-31,O,N,N,N,N,N
7151,1004,TQC6 ,Néerlandais,NL,2021-09-01,9999-12-31,N,O,N,N,N,N
7152,1004,TQ2CC,Anglais,EN,2019-09-01,9999-12-31,O,N,N,N,N,N
7153,1004,TQ2CC,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
7154,1004,TQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7155,1004,TQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7156,1004,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7157,1004,TQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7158,1004,TQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7159,1004,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7160,1004,TQ22R,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7161,1004,TQ22R,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7162,1004,TQ22R,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7163,1004,TQ3C ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7164,1004,TQ3C ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7165,1004,TQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7166,1004,TQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7167,1004,TQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7168,1004,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7169,1004,TQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7170,1004,TQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7171,1004,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7172,1004,TQ33 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7173,1004,TQ33 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7174,1004,TQ33 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7175,1005,GT11C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7176,1005,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7177,1005,GT12C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7178,1005,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7179,1005,GT12S,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7180,1005,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7181,1005,GT21 ,Anglais,EN,2014-09-01,2015-08-31,O,N,N,N,N,N
7182,1005,GT21 ,Anglais,EN,2015-09-01,9999-12-31,O,O,N,N,N,N
7183,1005,GT21 ,Néerlandais,NL,2014-09-01,2015-08-31,O,N,N,N,N,N
7184,1005,GT21 ,Néerlandais,NL,2015-09-01,9999-12-31,O,O,N,N,N,N
7185,1005,GT22 ,Anglais,EN,2014-09-01,2015-08-31,O,N,N,N,N,N
7186,1005,GT22 ,Anglais,EN,2015-09-01,9999-12-31,O,O,N,N,N,N
7187,1005,GT22 ,Néerlandais,NL,2014-09-01,2015-08-31,O,N,N,N,N,N
7188,1005,GT22 ,Néerlandais,NL,2015-09-01,9999-12-31,O,O,N,N,N,N
7189,1005,GT31 ,Anglais,EN,2014-09-01,2017-08-31,O,N,N,N,N,N
7190,1005,GT31 ,Anglais,EN,2017-09-01,2017-09-30,O,O,N,N,N,N
7191,1005,GT31 ,Anglais,EN,2017-10-01,9999-12-31,O,O,N,N,N,N
7192,1005,GT31 ,Néerlandais,NL,2014-09-01,2017-08-31,O,N,N,N,N,N
7193,1005,GT31 ,Néerlandais,NL,2017-09-01,2017-09-30,O,O,N,N,N,N
7194,1005,GT31 ,Néerlandais,NL,2017-10-01,9999-12-31,O,O,N,N,N,N
7195,1005,GT32 ,Anglais,EN,2014-09-01,2017-08-31,O,N,N,N,N,N
7196,1005,GT32 ,Anglais,EN,2017-09-01,2017-09-30,O,O,N,N,N,N
7197,1005,GT32 ,Anglais,EN,2017-10-01,9999-12-31,O,O,N,N,N,N
7198,1005,GT32 ,Néerlandais,NL,2014-09-01,2017-08-31,O,N,N,N,N,N
7199,1005,GT32 ,Néerlandais,NL,2017-09-01,2017-09-30,O,O,N,N,N,N
7200,1005,GT32 ,Néerlandais,NL,2017-10-01,9999-12-31,O,O,N,N,N,N
7201,1005,GT33L,Anglais,EN,2014-09-01,2017-08-31,O,N,N,N,N,N
7202,1005,GT33L,Anglais,EN,2017-09-01,2017-09-30,O,O,N,N,N,N
7203,1005,GT33L,Anglais,EN,2017-10-01,9999-12-31,O,O,N,N,N,N
7204,1005,GT33L,Néerlandais,NL,2014-09-01,2017-08-31,O,N,N,N,N,N
7205,1005,GT33L,Néerlandais,NL,2017-09-01,2017-09-30,O,O,N,N,N,N
7206,1005,GT33L,Néerlandais,NL,2017-10-01,9999-12-31,O,O,N,N,N,N
7207,1005,GT33M,Anglais,EN,2014-09-01,2017-08-31,O,N,N,N,N,N
7208,1005,GT33M,Anglais,EN,2017-09-01,2017-09-30,O,O,N,N,N,N
7209,1005,GT33M,Anglais,EN,2017-10-01,9999-12-31,O,O,N,N,N,N
7210,1005,GT33M,Néerlandais,NL,2014-09-01,2017-08-31,O,N,N,N,N,N
7211,1005,GT33M,Néerlandais,NL,2017-09-01,2017-09-30,O,O,N,N,N,N
7212,1005,GT33M,Néerlandais,NL,2017-10-01,9999-12-31,O,O,N,N,N,N
7213,1005,GT33S,Anglais,EN,2014-09-01,2017-08-31,O,N,N,N,N,N
7214,1005,GT33S,Anglais,EN,2017-09-01,2017-09-30,O,O,N,N,N,N
7215,1005,GT33S,Anglais,EN,2017-10-01,9999-12-31,O,O,N,N,N,N
7216,1005,GT33S,Néerlandais,NL,2014-09-01,2017-08-31,O,N,N,N,N,N
7217,1005,GT33S,Néerlandais,NL,2017-09-01,2017-09-30,O,O,N,N,N,N
7218,1005,GT33S,Néerlandais,NL,2017-10-01,9999-12-31,O,O,N,N,N,N
7219,1005,TQS1 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7220,1005,TQS1 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7221,1005,TQS1 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7222,1005,TQS2 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7223,1005,TQS2 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7224,1005,TQS2 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7225,1005,TQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7226,1005,TQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7227,1005,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7228,1005,TQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7229,1005,TQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7230,1005,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7231,1005,TQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7232,1005,TQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7233,1005,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7234,1005,TQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7235,1005,TQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7236,1005,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7237,1045,GT11C,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7238,1045,GT11C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7239,1045,GT11D,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7240,1045,GT11D,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7241,1045,GT12C,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7242,1045,GT12C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7243,1045,GT12S,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7244,1045,GT12S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7245,1045,GT2D ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7246,1045,GT2D ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7247,1045,GT21 ,Anglais,EN,2014-09-01,2017-08-31,N,O,N,N,N,N
7248,1045,GT21 ,Anglais,EN,2017-09-01,9999-12-31,O,O,N,N,N,N
7249,1045,GT21 ,Néerlandais,NL,2014-09-01,2017-08-31,N,O,N,N,N,N
7250,1045,GT21 ,Néerlandais,NL,2017-09-01,9999-12-31,O,O,N,N,N,N
7251,1045,GT22 ,Anglais,EN,2014-09-01,2017-08-31,N,O,N,N,N,N
7252,1045,GT22 ,Anglais,EN,2017-09-01,9999-12-31,O,O,N,N,N,N
7253,1045,GT22 ,Néerlandais,NL,2014-09-01,2017-08-31,N,O,N,N,N,N
7254,1045,GT22 ,Néerlandais,NL,2017-09-01,9999-12-31,O,O,N,N,N,N
7255,1045,GT31 ,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
7256,1045,GT31 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7257,1045,GT31 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
7258,1045,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7259,1045,GT32 ,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
7260,1045,GT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7261,1045,GT32 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
7262,1045,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7263,1045,GT33L,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
7264,1045,GT33L,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7265,1045,GT33L,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
7266,1045,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7267,1045,GT33M,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
7268,1045,GT33M,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7269,1045,GT33M,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
7270,1045,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7271,1045,GT33P,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
7272,1045,GT33P,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7273,1045,GT33P,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
7274,1045,GT33P,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7275,1045,GT33S,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
7276,1045,GT33S,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
7277,1045,GT33S,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
7278,1045,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
7279,1045,PC4  ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7280,1045,PC4  ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7281,1045,PC4  ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7282,1045,PC4C ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
7283,1045,PC4C ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
7284,1045,PC4C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
7285,1045,PC5  ,Anglais,EN,2020-09-01,9999-12-31,O,N,N,O,N,N
7286,1045,PC5  ,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,O,N,N
7287,1045,PC6  ,Anglais,EN,2020-09-01,9999-12-31,O,N,N,O,N,N
7288,1045,PC6  ,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,O,N,N
7289,1045,PQI3 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7290,1045,PQI3 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7291,1045,PQI3 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7292,1045,PQI4 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7293,1045,PQI4 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7294,1045,PQI4 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7295,1045,PQSC ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7296,1045,PQSC ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7297,1045,PQSC ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7298,1045,PQS1 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7299,1045,PQS1 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7300,1045,PQS1 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7301,1045,PQS2 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7302,1045,PQS2 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7303,1045,PQS2 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7304,1045,PQS3 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7305,1045,PQS3 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7306,1045,PQS3 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7307,1045,PQ2CC,Anglais,EN,2021-09-01,2022-06-30,O,N,N,N,N,N
7308,1045,PQ21 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7309,1045,PQ21 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7310,1045,PQ21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7311,1045,PQ22 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7312,1045,PQ22 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7313,1045,PQ22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7314,1045,PQ31 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7315,1045,PQ31 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7316,1045,PQ31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7317,1045,PQ32 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7318,1045,PQ32 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7319,1045,PQ32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7320,1045,PQ33B,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7321,1045,PQ33B,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7322,1045,PQ33B,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7323,1045,TQ21 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7324,1045,TQ21 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7325,1045,TQ21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7326,1045,TQ22 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7327,1045,TQ22 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7328,1045,TQ22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7329,1045,TQ31 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7330,1045,TQ31 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7331,1045,TQ31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7332,1045,TQ32 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
7333,1045,TQ32 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
7334,1045,TQ32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
7335,1045,TT21 ,Anglais,EN,2017-09-01,2017-09-30,O,N,N,N,N,N
7336,1045,TT21 ,Anglais,EN,2017-10-01,9999-12-31,O,N,N,N,N,N
7337,1045,TT21 ,Néerlandais,NL,2017-09-01,2019-08-31,O,N,N,N,N,N
7338,1045,TT21 ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
7339,1045,TT22 ,Anglais,EN,2017-09-01,2017-09-30,O,N,N,N,N,N
7340,1045,TT22 ,Anglais,EN,2017-10-01,9999-12-31,O,N,N,N,N,N
7341,1045,TT22 ,Néerlandais,NL,2017-09-01,2019-08-31,O,N,N,N,N,N
7342,1045,TT22 ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
7343,1045,TT31 ,Anglais,EN,2017-09-01,9999-12-31,O,N,N,N,N,N
7344,1045,TT31 ,Néerlandais,NL,2017-09-01,9999-12-31,O,N,N,N,N,N
7345,1045,TT32 ,Anglais,EN,2017-09-01,9999-12-31,O,N,N,N,N,N
